user_hash,lesson,category,answer
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,requests-click,learn,A
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,cython,learn,F
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,numpy,like,C
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,async,learn,B
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,dokumentace,topic,D
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,numpy,like,
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,pandas,like,B
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,testovani,topic,A
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,flask,learn,B
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,async,learn,
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,flask,topic,B
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,flask,topic,A
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,moduly,topic,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,requests-click,topic,B
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,micropython,like,A
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,async,topic,D
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,async,topic,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,pyqt,learn,A
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,async,learn,A
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,micropython,like,A
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,async,topic,
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,dokumentace,learn,B
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,pyqt,like,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,flask,learn,A
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,moduly,like,B
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,dokumentace,like,C
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,moduly,topic,B
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,flask,like,B
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,magie,like,B
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,micropython,learn,
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,flask,like,A
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,pyqt,like,A
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,dokumentace,like,
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,requests-click,like,A
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,micropython,learn,A
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,flask,like,D
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,requests-click,learn,B
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,moduly,learn,A
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,moduly,learn,B
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,testovani,topic,
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,requests-click,topic,A
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,requests-click,like,A
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,async,topic,C
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,requests-click,topic,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,async,topic,D
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,async,like,
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,testovani,like,B
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,pyqt,learn,A
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,micropython,learn,
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,cython,like,A
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,magie,topic,
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,dokumentace,like,B
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,pandas,like,
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,dokumentace,topic,C
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,requests-click,like,A
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,testovani,learn,
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,dokumentace,like,A
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,cython,learn,C
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,dokumentace,like,B
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,moduly,learn,A
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,cython,like,C
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,cython,learn,D
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,testovani,topic,D
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,pandas,topic,
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,pyqt,topic,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,pandas,topic,C
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,cython,topic,
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,pyqt,like,B
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,numpy,learn,D
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,flask,learn,B
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,magie,topic,B
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,async,learn,C
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,testovani,like,C
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,moduly,learn,A
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,micropython,like,
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,numpy,like,B
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,magie,learn,C
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,magie,topic,B
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,testovani,learn,C
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,requests-click,learn,B
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,dokumentace,learn,A
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,magie,like,A
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,dokumentace,learn,B
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,testovani,learn,A
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,cython,like,D
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,pyqt,like,A
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,testovani,learn,D
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,moduly,like,A
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,semestralka,learn,
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,requests-click,topic,A
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,dokumentace,learn,
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,requests-click,learn,E
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,semestralka,learn,A
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,moduly,like,C
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,semestralka,topic,B
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,dokumentace,topic,B
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,magie,like,B
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,requests-click,like,
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,requests-click,learn,C
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,requests-click,learn,C
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,dokumentace,learn,B
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,semestralka,learn,C
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,magie,learn,B
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,pandas,like,B
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,magie,topic,
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,flask,learn,D
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,micropython,like,
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,magie,topic,B
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,micropython,learn,B
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,pyqt,topic,A
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,numpy,topic,F
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,magie,like,C
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,testovani,learn,B
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,cython,learn,E
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,dokumentace,like,A
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,pyqt,like,C
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,semestralka,topic,
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,moduly,learn,A
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,moduly,like,B
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,cython,like,D
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,numpy,topic,C
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,flask,topic,A
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,testovani,like,C
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,pandas,topic,C
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,requests-click,like,B
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,cython,topic,F
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,micropython,like,B
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,dokumentace,topic,A
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,moduly,like,C
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,async,like,
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,magie,learn,
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,dokumentace,topic,B
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,pyqt,topic,D
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,async,like,B
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,numpy,topic,E
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,async,topic,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,semestralka,topic,A
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,testovani,topic,A
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,flask,topic,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,testovani,like,C
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,pandas,learn,C
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,semestralka,like,A
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,pyqt,topic,
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,dokumentace,learn,E
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,dokumentace,like,D
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,testovani,topic,A
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,dokumentace,topic,C
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,flask,like,A
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,flask,learn,C
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,magie,learn,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,async,learn,C
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,cython,like,D
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,micropython,learn,B
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,dokumentace,like,E
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,pandas,topic,A
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,pandas,learn,A
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,async,topic,A
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,cython,learn,A
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,cython,learn,C
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,flask,learn,A
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,pyqt,topic,B
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,flask,topic,A
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,numpy,like,
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,micropython,like,
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,moduly,topic,A
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,micropython,like,
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,testovani,learn,B
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,dokumentace,like,C
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,pyqt,like,
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,moduly,like,C
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,pandas,like,B
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,magie,topic,C
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,magie,like,B
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,requests-click,learn,C
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,moduly,topic,B
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,testovani,like,B
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,numpy,topic,B
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,testovani,learn,D
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,async,learn,A
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,flask,topic,A
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,requests-click,topic,A
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,requests-click,like,B
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,moduly,like,A
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,pandas,like,C
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,dokumentace,like,C
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,semestralka,like,
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,micropython,topic,
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,testovani,topic,A
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,pyqt,topic,
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,cython,topic,D
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,pyqt,topic,D
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,testovani,topic,A
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,flask,topic,C
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,dokumentace,topic,C
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,pandas,topic,A
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,testovani,learn,B
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,cython,learn,A
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,numpy,topic,C
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,dokumentace,learn,A
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,numpy,learn,B
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,flask,topic,B
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,semestralka,learn,A
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,pandas,learn,F
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,pandas,learn,C
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,pandas,learn,B
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,numpy,learn,B
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,pandas,learn,A
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,dokumentace,topic,C
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,moduly,topic,B
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,flask,like,A
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,pandas,learn,D
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,numpy,like,B
5f76e388548aa2dbb2acea1c87f25f93503cfc0fcbd12cf785f318ce6490f13f,testovani,learn,B
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,async,topic,D
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,semestralka,learn,C
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,testovani,like,C
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,cython,like,C
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,numpy,like,A
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,semestralka,like,C
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,micropython,like,A
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,testovani,topic,A
671c85057108b45a1c9bb279b041d3d95874518a7d611db3274a87e84e5a87f3,async,like,A
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,magie,like,B
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,flask,learn,B
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,micropython,topic,
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,micropython,topic,A
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,pyqt,learn,C
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,magie,like,A
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,dokumentace,learn,C
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,pandas,like,A
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,micropython,learn,C
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,flask,learn,A
10956e62c2b5cb868d22f38917a1f8cffdad701219bcb98c41a04750a9cd3856,testovani,learn,B
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,numpy,topic,C
8bc6531e31b2af767fc127eb5d59f13d3392d61e105581c8444a13489b1ab115,async,topic,B
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,micropython,topic,E
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,pyqt,learn,F
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,micropython,learn,
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,semestralka,like,B
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,moduly,topic,
bd377e3114c791ea28b48c7b46bd468cf608b04a403066e0fb7015c89904bf52,pyqt,like,A
3e0d36c2d46234111cf47292a59cf123fb4bba9339d08a89e5cbab952c18d528,async,topic,
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,micropython,topic,
7c7fab8fe5e5d3438716b594080992945e596a4b5192cf2439aadb84ec8a1a45,flask,like,A
778d7f2723a16de2611eba04af0fb69e55853b90389037ff11a68a51a694ab91,pyqt,learn,B
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,numpy,learn,B
5ae9c96e64c6b4e3bf89272eb5a5ab14d6cde6f7b5c6782468b56f3359b05811,requests-click,learn,E
4ecf3dfb13ad1467c609fcaa742d287a635d388250924814bb3d5c790edd33ac,testovani,like,D
0237ac25bd2d2b8de539488c2b26d935756605777cbcaadcb7d58118c8954e45,cython,topic,E
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,moduly,learn,D
26ad3dda6d3a57800d566795ab19f24433c6c856eeeb38bcdcfcbca10e6e2ab9,pandas,like,A
eef7a84c833f387555939852a59294e547be9cc389ff0836979292014e5c8ac9,pandas,topic,A
9db631e4cfbcf7ac200d0fd161aa0908da13476844fa3d27f77fefe15105a8dd,testovani,like,B
