user_hash,lesson,category,answer
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,numpy,like,A
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,requests-click,like,A
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,magic,like,B
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,requests-click,topic,B
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,docs,like,D
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,geopython,topic,B
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,numpy,topic,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,async,topic,A
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,pyqt,learn,
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,micropython,learn,D
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,magic,learn,B
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,micropython,topic,B
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,distribution,like,A
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,async,learn,
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,requests-click,learn,A
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,requests-click,topic,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,docs,like,A
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,docs,topic,D
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,flask,topic,A
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,cython,topic,C
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,pandas,topic,C
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,micropython,like,
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,async,topic,D
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,pandas,topic,A
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,testing,like,C
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,pandas,topic,B
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,geopython,topic,B
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,pandas,like,D
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,numpy,learn,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,geopython,like,C
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,numpy,like,B
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,testing,topic,A
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,pyqt,learn,A
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,flask,learn,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,numpy,topic,C
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,requests-click,like,A
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,distribution,topic,A
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,testing,like,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,testing,topic,A
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,pandas,learn,B
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,pandas,learn,D
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,magic,topic,C
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,testing,topic,D
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,pandas,learn,C
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,distribution,like,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,async,learn,A
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,magic,learn,
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,docs,learn,C
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,requests-click,topic,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,flask,learn,C
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,flask,topic,C
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,micropython,topic,D
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,async,like,
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,docs,learn,D
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,cython,topic,C
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,async,topic,B
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,cython,topic,C
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,magic,learn,
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,pyqt,like,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,pandas,learn,A
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,cython,topic,E
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,micropython,like,C
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,cython,like,C
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,micropython,topic,
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,geopython,learn,
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,docs,topic,A
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,distribution,like,D
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,docs,topic,
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,pandas,like,C
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,flask,learn,A
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,cython,like,C
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,distribution,topic,A
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,semestralka,learn,C
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,distribution,like,B
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,numpy,learn,A
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,geopython,like,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,magic,topic,A
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,magic,topic,
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,micropython,learn,A
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,pyqt,like,B
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,async,like,A
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,docs,topic,B
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,flask,like,D
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,magic,like,C
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,requests-click,learn,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,cython,topic,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,semestralka,topic,A
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,flask,learn,A
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,docs,learn,B
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,micropython,topic,
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,cython,learn,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,docs,topic,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,pyqt,topic,F
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,semestralka,like,F
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,geopython,learn,A
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,pyqt,like,A
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,requests-click,learn,A
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,docs,like,A
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,distribution,like,B
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,async,learn,B
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,numpy,learn,B
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,flask,like,C
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,flask,like,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,pyqt,like,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,requests-click,like,A
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,micropython,like,
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,geopython,learn,
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,requests-click,like,B
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,semestralka,topic,A
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,flask,like,C
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,testing,like,A
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,pyqt,learn,A
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,magic,like,A
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,geopython,like,
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,distribution,topic,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,requests-click,learn,A
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,requests-click,topic,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,semestralka,learn,F
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,numpy,topic,A
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,cython,topic,C
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,geopython,topic,
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,testing,learn,
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,geopython,learn,B
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,requests-click,learn,A
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,docs,topic,C
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,pandas,topic,B
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,cython,learn,B
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,async,topic,
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,pandas,like,B
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,distribution,learn,C
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,flask,like,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,distribution,like,B
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,pyqt,like,
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,numpy,learn,
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,distribution,topic,A
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,magic,topic,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,geopython,like,
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,cython,learn,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,testing,learn,B
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,semestralka,learn,A
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,distribution,learn,A
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,micropython,like,C
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,micropython,like,
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,cython,learn,B
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,magic,learn,A
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,geopython,learn,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,requests-click,like,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,flask,learn,A
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,geopython,topic,E
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,cython,like,A
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,async,topic,
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,numpy,topic,
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,pandas,topic,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,testing,like,A
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,async,like,
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,cython,topic,A
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,flask,topic,B
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,geopython,like,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,flask,like,B
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,pyqt,learn,B
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,testing,topic,B
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,numpy,like,C
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,requests-click,like,B
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,distribution,like,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,magic,learn,
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,micropython,like,A
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,geopython,like,B
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,testing,learn,D
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,semestralka,topic,
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,docs,learn,B
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,pandas,learn,E
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,flask,topic,A
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,numpy,like,
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,semestralka,learn,
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,requests-click,like,A
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,async,learn,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,pyqt,learn,D
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,magic,learn,C
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,pandas,like,A
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,docs,topic,B
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,cython,learn,B
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,pyqt,like,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,docs,topic,F
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,docs,learn,D
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,pandas,topic,A
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,docs,like,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,testing,learn,A
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,distribution,topic,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,async,topic,C
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,pyqt,like,B
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,pandas,learn,B
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,micropython,learn,
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,testing,like,B
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,magic,like,A
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,numpy,like,D
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,numpy,topic,B
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,pandas,like,A
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,semestralka,topic,D
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,numpy,topic,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,distribution,learn,A
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,async,topic,
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,pyqt,topic,C
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,pandas,learn,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,requests-click,topic,B
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,pyqt,learn,C
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,cython,learn,A
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,async,learn,A
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,micropython,like,
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,numpy,topic,B
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,pandas,topic,E
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,magic,learn,C
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,testing,topic,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,flask,learn,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,testing,learn,A
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,micropython,topic,
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,async,learn,B
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,requests-click,learn,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,distribution,topic,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,magic,topic,
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,cython,like,F
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,async,topic,C
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,flask,topic,B
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,magic,topic,
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,cython,topic,C
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,,future,"Výuku bych na přednášky neměnil ,protože tam by soustu lidí nechodilo. Takhle když člověk dělá a rovnou a rovnou u toho kódí tak je to dobré. Možná by stálo za zvážení, jestli nepřidat na cviko nějakou úlohu, které by byla část domácí úlohy, ale tu část by zkusili ve škole a vy by jste se na to hned mohli podívat. Já vím že teď mohli také, ale jak to byl velký úkol, tak nikdo ani pořádně nezačal."
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,,missing,"SQL knihovny - Django ORM ci SQL alchemy.
Mozna neco ke scrapingu - treba Beautiful Soup."
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,,missing,nieco trendy ako tensorflow
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,,missing,"Snad ani mě žádné, které by bylo dost obecné nenapadá. Možná by se dalo zapojit nějaká práce s databází, což je taky hodně používaná věc. Vím, že to není složité, ale tak proč to někam nepřidat. Případně něco složitějšího jako SQLAlchemy nebo podobné."
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,,mark,C
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,,message,
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,,future,"ne, ale něco by to chtělo udělat s časovou náročností úkolů a semestrálky, dohromady byla extrémní"
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,,mark,A
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,,message,
1f8c534185ed091b749de6ad89e81ecf7ac56b6b6892d7d4801c07c34023924d,,missing,
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,,missing,Žádné. Volba témat byla OK.
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,,future,
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,,message,Jako studenta znalostního inženýrství mě Python zajímá ale zároveň mě v kurz zahltí jako softwarového inženýra. Chápu že je třeba najít správný trade-off. Ale přece jen bych zmírnil zátěž úkoly.
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,,missing,
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,,future,
0060ce768f28deae17c58d3ca678230e1791e1bf93b9d2eca9e9d16105ead1a1,,mark,A
d7b9214f8056e3ec67c7998da4b6300de8561bf1550e62193795e6e9b060e1bc,,mark,A
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,,missing,
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,,future,"Ne, na cvičeních bylo nejlepší právě praktické předvedení probírané látky."
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,,message,"MI-PYT je paradny predmet, mozeme len dufat, ze sa viac predmetov ci uz povinnych alebo volitelnych bude podobat pythonu ci uz po stranke kvality cviceni, materialov, obsahu aj samotnych cviciacich. well done!"
cae1229bab7c9e864abfd0d967dd71ee3cdd108166304a885d0c0dbc2b2ceb16,,mark,?
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,,mark,?
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,,future,
b918d77b47f55242fe7a9e2d7ec18a44d667d4f351f47ffa10f148f5487970a5,,message,
616b35bd96528452ed0159c628804bc395ff7f7fd686ffb71893c78d7e18bdf3,,missing,
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,,missing,
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,,missing,"možno by bolo zaujímavé zahrnúť pygame/pyglet, prípadne nejakú alternatívu"
28ae73efa07fbf12b5811db3d9ff126f8bb721ceb472508510712ed767963515,,message,
538a526f34eb208efc872e2f175d29ab6d53d1edb18992eed005502e8df17633,,future,"podľa môjho názoru áno - v tom zmysle, že proseminár by prebiehal úplne rovnako ako cvičenia tento rok s tým, že keďže bude prebiehať v prednáškovej miestnosti, bude možné 2 paralelky spojiť do jednej a neučiť tak 2-krát to isté (zadania aj tak málokto programuje na cvičení)"
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,,message,Mluvit dostatečně nahlas při cvičeních.
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,,missing,"Říkal jsem si, jestli by nebylo vhodné téma týkající se práce s databázemi. Dále třeba nějaké intro do frameworku Django."
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,,message,Ne.
46846bd2239d6e13069ee399de58da19d944cac90849e19ff60060977476e674,,future,"Pro většinu témat by to nejspíš šlo. Nevšiml jsem si, že by vaše tempo na cvičeních většina studentů stíhala (přepisovat/kopírovat kód k sobě a pouštět).
Problém by byl nejspíš v MicroPythonu s příklady. A konzultace ... kdo je používá?"
be2057631467069632ed3595431f0410841b78f22af89b202f8c4e2345e2fc75,,mark,B
201ecf8055e07dfa6a28fdf14fca64f572fd0653365d91c371c0f1aa252d8e61,,future,"Dost možná si myslím, že by to smysl mělo, protože cvika jsou stejně formou ""prosemináře"", vlastní iniciativa tam trochu ztrácí význam (až na cviko MicroPythonu), protože si člověk stejně všechno musí projít doma při vypracování úloh."
374d8d96a454e052d8806fe0bd3b0812e820ba872ac505b207e1b8bc738fe81c,,message,
